osm_node_id,lat,lon,node_type
osm_node_25.5220427_91.4495405,25.5220427,91.4495405,osm_network_node
osm_node_25.5219794_91.4497977,25.5219794,91.4497977,osm_network_node
osm_node_25.5219108_91.4500081,25.5219108,91.4500081,osm_network_node
osm_node_25.5219477_91.4503881,25.5219477,91.4503881,osm_network_node
osm_node_25.522011_91.4509258,25.522011,91.4509258,osm_network_node
osm_node_25.5220374_91.4511363,25.5220374,91.4511363,osm_network_node
osm_node_25.5221139_91.451335,25.5221139,91.451335,osm_network_node
osm_node_25.5222985_91.45156,25.5222985,91.45156,osm_network_node
osm_node_25.5224515_91.4517412,25.5224515,91.4517412,osm_network_node
osm_node_25.5225095_91.4518611,25.5225095,91.4518611,osm_network_node
osm_node_25.5225016_91.4520481,25.5225016,91.4520481,osm_network_node
osm_node_25.5225095_91.4521884,25.5225095,91.4521884,osm_network_node
osm_node_25.5224884_91.4523754,25.5224884,91.4523754,osm_network_node
osm_node_25.5224304_91.4526356,25.5224304,91.4526356,osm_network_node
osm_node_25.5223618_91.4527115,25.5223618,91.4527115,osm_network_node
osm_node_25.5222458_91.4527495,25.5222458,91.4527495,osm_network_node
osm_node_25.5220875_91.45277,25.5220875,91.45277,osm_network_node
osm_node_25.5220132_91.4528199,25.5220132,91.4528199,osm_network_node
osm_node_25.5219623_91.4529009,25.5219623,91.4529009,osm_network_node
osm_node_25.5219393_91.4529942,25.5219393,91.4529942,osm_network_node
osm_node_25.5219696_91.453093,25.5219696,91.453093,osm_network_node
osm_node_25.5220746_91.4532434,25.5220746,91.4532434,osm_network_node
osm_node_25.5221139_91.4534115,25.5221139,91.4534115,osm_network_node
osm_node_25.5221442_91.4535752,25.5221442,91.4535752,osm_network_node
osm_node_25.5221416_91.4536892,25.5221416,91.4536892,osm_network_node
osm_node_25.5221403_91.4537871,25.5221403,91.4537871,osm_network_node
osm_node_25.5221337_91.4538528,25.5221337,91.4538528,osm_network_node
osm_node_25.5220348_91.4541904,25.5220348,91.4541904,osm_network_node
osm_node_25.5219174_91.4544359,25.5219174,91.4544359,osm_network_node
osm_node_25.5219108_91.454563,25.5219108,91.454563,osm_network_node
osm_node_25.5219174_91.4546828,25.5219174,91.4546828,osm_network_node
osm_node_25.5219794_91.4548582,25.5219794,91.4548582,osm_network_node
osm_node_25.5220698_91.4550043,25.5220698,91.4550043,osm_network_node
osm_node_25.5220804_91.4551271,25.5220804,91.4551271,osm_network_node
osm_node_25.5220514_91.4552615,25.5220514,91.4552615,osm_network_node
osm_node_25.5220039_91.4553813,25.5220039,91.4553813,osm_network_node
osm_node_25.521877_91.4554987,25.521877,91.4554987,osm_network_node
osm_node_25.521852_91.4555531,25.521852,91.4555531,osm_network_node
osm_node_25.5218474_91.4556087,25.5218474,91.4556087,osm_network_node
osm_node_25.5218546_91.4556616,25.5218546,91.4556616,osm_network_node
osm_node_25.5219406_91.4559016,25.5219406,91.4559016,osm_network_node
osm_node_25.521996_91.4561646,25.521996,91.4561646,osm_network_node
osm_node_25.5220276_91.4565562,25.5220276,91.4565562,osm_network_node
osm_node_25.5220566_91.4570794,25.5220566,91.4570794,osm_network_node
osm_node_25.5220725_91.4574885,25.5220725,91.4574885,osm_network_node
osm_node_25.5221067_91.4576288,25.5221067,91.4576288,osm_network_node
osm_node_25.5222782_91.4578316,25.5222782,91.4578316,osm_network_node
osm_node_25.5223036_91.4579107,25.5223036,91.4579107,osm_network_node
osm_node_25.5223073_91.4580099,25.5223073,91.4580099,osm_network_node
osm_node_25.5222958_91.4581276,25.5222958,91.4581276,osm_network_node
osm_node_25.5222544_91.4582689,25.5222544,91.4582689,osm_network_node
osm_node_25.5221094_91.4585904,25.5221094,91.4585904,osm_network_node
osm_node_25.5219511_91.4590434,25.5219511,91.4590434,osm_network_node
osm_node_25.5219169_91.4591866,25.5219169,91.4591866,osm_network_node
osm_node_25.5218245_91.4598296,25.5218245,91.4598296,osm_network_node
osm_node_25.5217929_91.460192,25.5217929,91.460192,osm_network_node
osm_node_25.5218008_91.4603819,25.5218008,91.4603819,osm_network_node
osm_node_25.5218958_91.460683,25.5218958,91.460683,osm_network_node
osm_node_25.5219775_91.4610074,25.5219775,91.4610074,osm_network_node
osm_node_25.5219881_91.4612587,25.5219881,91.4612587,osm_network_node
osm_node_25.5219722_91.4615247,25.5219722,91.4615247,osm_network_node
osm_node_25.5218958_91.4621676,25.5218958,91.4621676,osm_network_node
osm_node_25.5217903_91.462343,25.5217903,91.462343,osm_network_node
osm_node_25.5216505_91.4625885,25.5216505,91.4625885,osm_network_node
osm_node_25.5215397_91.462758,25.5215397,91.462758,osm_network_node
osm_node_25.5215001_91.4629217,25.5215001,91.4629217,osm_network_node
osm_node_25.5213999_91.4633922,25.5213999,91.4633922,osm_network_node
osm_node_25.5213234_91.463778,25.5213234,91.463778,osm_network_node
osm_node_25.5212893_91.4639152,25.5212893,91.4639152,osm_network_node
osm_node_25.5212948_91.4641219,25.5212948,91.4641219,osm_network_node
osm_node_25.5214161_91.4643781,25.5214161,91.4643781,osm_network_node
